target	regulator	var.exp.median
Cacna1d	Irf2	0.7679711358744188
Kcnj3	Rxra	0.7051717647947081
Rab27b	Bhlha15	0.724850161968262
Cdh7	Hnf1a	0.8346021356615319
Ranbp17	Myog	0.6929282836441604
Fgf12	Mef2c	0.7111061317724532
Banf2	Zbtb14	0.7244537004649044
Kcnj3	Cux2	0.7329828267664683
Usp46	Zic3	0.7253386641271686
Clec18a	Alx1	0.6759351905947255
1700111E14Rik	Hmbox1	0.672822751688966
Glp2r	Isl1	0.6840653546641358
Ammecr1	Foxo1	0.7206344415476874
Nrg3	Mafa	0.8433939981469899
Sorbs2os	Sox17	0.7430123139954713
Kcnip2	Trp73	0.6823028938510078
Calb1	Cux2	0.6723775197491163
Nrg3os	Cphx1	0.6821843394806979
Trpc7	Prdm11	0.6867632290315913
Crtac1	Rhox6	0.6838641452573565
Fzd6	Sp2	0.6969600269526398
Scn9a	Myf5	0.6874563511934222
Ckb	Myf5	0.6700327890403253
Lrp1b	Elf3	0.6649943667451244
Usp29	Zfp57	0.6802498646145633
Grik3	Rfx1	0.7958084957842686
Corin	Prdm11	0.8341228411145967
Ppfia2	E2f5	0.6438153344278017
Dgki	Rxra	0.8061772053538885
Pcdh9	Dmrt1	0.6822984120176279
Edil3	Foxl2	0.6730483571111396
Kcnh7	Zic3	0.675749484959891
Bcl11a	Hnf1a	0.660143533057448
Tenm2	Zbtb14	0.6710287027797921
Ube3a	Lhx4	0.6899980366506537
Chsy3	Sp2	0.6549261439809564
Pdzd7	Pax2	0.6547315118498804
Rora	Tcf7	0.6860184593001755
Inpp4b	Spic	0.685391192242823
Slc24a3	Myog	0.6788572957089368
Ptpro	Zic3	0.6383356332855056
Nectin3	Foxa2	0.6539697838019073
Scml4	Zfp57	0.7312574790368572
Gm1604a	Dbx1	0.6443043196933018
Prkce	Rhox6	0.7421919321004713
Sorcs3	Zfp57	0.7200358811484495
Mical2	Aire	0.6873684840905557
Rims2	Nkx2-3	0.6281369103151276
Anks1b	Gli3	0.8053712010507791
Atp2b1	Six6	0.6664747149991144
Lgr5	Sp2	0.6585748518764853
Whrn	Tfap2b	0.6232610578854019
Luzp2	E2f5	0.7165723055419051
Syt16	Myf5	0.6398924875274076
Syt17	Sox13	0.681747119446771
Esr1	Irf2	0.6665578140459161
Tmem178	Hoxa3	0.6607412314094471
Adra1a	Cdx1	0.6450374884519628
Th	Prdm11	0.6566495656744042
Plcl1	Pou2f1	0.6937666605034283
Sema5a	Pax7	0.6474135020945233
Tenm2	Hes5	0.6766809144482657
Socs2	Hnf1a	0.6551741613487561
Nup93	Prdm11	0.6312717933516796
Dscaml1	Zbtb7b	0.6275116462504995
Tmem132d	Glis2	0.6395046859698821
Lingo2	Rfx1	0.7722573211949787
Col19a1	Hnf1a	0.8075625036993708
Grm1	Srebf1	0.6464859230320557
Cntn6	Hnf1a	0.7798498285545098
Galntl6	Foxo1	0.625329277103811
Man1a2	T	0.6358587817470331
Dock4	Hmx2	0.6361501479815415
Pid1	Prdm1	0.6495293612196587
Ildr2	Irf2	0.6330667030924255
Egfem1	Zfp57	0.7662480088791903
Nek7	Foxm1	0.6294431542672069
Mpped2	Phox2a	0.6732065846747999
Gabrb2	Isl1	0.6288960647953088
Ints6l	Onecut1	0.6461543909993741
St3gal6	Msgn1	0.6200881361075188
Lzts1	Irf2	0.6165284361703529
Parm1	Foxo1	0.6445578816568667
Srrm4	Hoxc12	0.6409534275481046
Eml6	Cebpb	0.6624789615656372
Pdk3	Shox2	0.5963422839012172
Efna5	Barx2	0.6257369143905269
Pth2r	Pou2f1	0.6208991565864468
Plekhh1	Prdm11	0.6258204532508131
A730090N16Rik	Lhx9	0.6817222830752883
Adgrl3	Prdm9	0.6126248746584868
Malat1	Rbpjl	0.6247048646208193
Epha10	Ctcfl	0.7637078310878375
Fstl5	Aire	0.6660824282970839
Mpped2	Pitx1	0.7518009770338221
Cemip	Pou6f1	0.6001530815478534
Malat1	Rbpj	0.6138759650766057
Nr4a2	Esrrg	0.6448684970283074
Ntrk2	EDL38120.1	0.6093609008348917
Khsrp	Pou3f3	0.8032100105102802
Gm36251	Irf2	0.638716252732335
Ssbp2	Rxra	0.8400470389059638
Car10	EDL38120.1	0.6000789478326485
Prkce	Esr1	0.6624281794264809
Cdh6	Sp2	0.5885847788914804
St6galnac5	Mbd2	0.6015915130701601
Cacna1d	Sox10	0.6087521351745141
Sntg1	Vsx2	0.5999655788461531
Gm13919	Prdm9	0.5937229833027939
Syt1	Klf1	0.5796265516284972
Barx2	Foxp1	0.6620292547554762
Dock4	Six1	0.5972237274128493
Serpine2	Mef2c	0.6285602178586716
Pigk	Mbd2	0.5930729196244244
Adgra1	Foxo1	0.5886706151400045
Ralyl	Sox1	0.6091323006261931
Pde10a	Tbx3	0.6153468464555304
Pam	Arid3b	0.5894198117571428
Psd4	Irf2	0.5961199551980633
Kcnc1	Gbx2	0.5647441626154786
Tox	Creb1	0.7169269365424509
Klhl1	Tcf7l2	0.5805093593171562
Scg2	Hoxb3	0.7015465592959755
Lsamp	Zfp740	0.5744674777791159
Atp10b	Mef2c	0.5999078091013923
A830018L16Rik	E2f7	0.6647354675718465
Kcnk2	Irx3	0.6844604156053657
Nlgn1	Hoxd13	0.7872642047130024
Lrrtm3	Usf2	0.6086258852309827
Banf2	Hes5	0.5968256196050198
Rassf8	Hoxb7	0.6187407780318144
Elmod1	Mnt	0.6298204943267169
Prkca	Evx2	0.6000771687700516
Gm43713	Pou3f3	0.7150604527734169
Dpp6	Nr2f1	0.6120287629933541
Pde4b	Esrra	0.5581597950629875
Plcb1	Atf3	0.5558424450890218
Dscam	Hoxb4	0.5525447540114905
Bcan	Myf5	0.5974620579700909
Col24a1	Pou2f1	0.5598253199735543
Adamts16	Phox2a	0.6013043589474232
Stk39	Twist1	0.5749836856581881
9330182L06Rik	Tfap2e	0.7318291937899286
Gm1604a	Zfp3	0.6023913649511387
Pex5l	Creb5	0.6024145451776804
Lin7a	Six1	0.8562778116245139
1700027H10Rik	Cebpg	0.5958624894545828
Fgf14	Ascl2	0.6497848292384119
Gm26804	Crebzf	0.5805997783912844
Syt2	Onecut1	0.5633554364922729
Tmcc3	Rfx1	0.5620436276066373
Anks1b	Bcl6	0.6796684908984314
Sorbs1	Lhx4	0.5589510993150966
Iffo1	Hmbox1	0.5570633693320618
4921534H16Rik	Foxl1	0.6220636439794699
Gm26673	Hlf	0.5648177297842361
Thsd7a	Myog	0.5632070161173004
Zfp697	Elf2	0.6132841996061386
Aifm1	Tead4	0.7862244952106936
Cgref1	Tcf4	0.5911250503731221
Zfp57	Sox30	0.6015090456210201
CT025619.1	Myf5	0.5854400928695798
Kcnd3	Myf5	0.5452398201098829
Tbc1d12	Obox1	0.5524671424854393
Basp1	Tbx5	0.5511278907795384
Gpr149	Sp2	0.627931779068693
Rab3b	Gata2	0.5902872726863202
Slit3	Hmx1	0.557427696207514
Kirrel3	Foxa2	0.5412519083066142
Gm20642	Cphx1	0.567169502313058
Zim1	Irf2	0.5683838262814017
Tacr1	Klf15	0.5588670891639139
Gm20754	Pou6f1	0.6082139574332692
Aars2	Bsx	0.5641733153799433
Kcnn2	Irf9	0.588252790127177
Mmp16	Nr2f1	0.5958918219977312
Ptprd	Tlx2	0.5432530094655338
Lypd6	Klf6	0.7094002859416884
Dock4	Hoxa4	0.5624769844853099
Nkain3	Nrf1	0.7674121977059327
Shisa9	Bhlhe41	0.555064677862998
Stambpl1	Gbx2	0.5734201604149787
Etv1	Atf2	0.5365756392534173
Stk39	Ctcf	0.5471052452200975
Cacna1a	Nobox	0.5855109277373705
Ptprm	Mafa	0.6161301102058734
Kcns3	Zfp652	0.5533805367237871
Csmd3	Zfp57	0.5289419318208328
Erbin	Cebpb	0.5860967971453036
Svil	Cux2	0.5380732715977838
Nxph2	Myf5	0.5736947421317653
Neto1	Six1	0.5572786312007728
Glp2r	Hlf	0.5444855264002363
Lima1	Sp2	0.5428105970884203
Ano4	Tbx5	0.5537928764959785
Pip5k1b	Arid3a	0.5988434631426187
Rasgrp1	Prdm11	0.6605299494515997
Cntnap2	Arid3b	0.5471952960444573
Gm46102	Foxd3	0.5455429207902672
Srrm4os	Foxa2	0.5322281731466499
Zfp385b	Mef2d	0.532635714066853
Nlgn1	Atf1	0.6706508720396076
Csmd1	Prdm11	0.5628929912756719
Pou6f2	Bhlha15	0.632918314353906
Efna5	Hoxc11	0.7294406070616477
Thsd7a	Sox2	0.5434496932278725
P3h2	Sp2	0.5722425772054046
Klf12	Gm5294	0.6799665578642344
Ccdc148	Myb	0.5459133538468436
Magi3	Sox5	0.5323258674490505
Csmd2	Klf4	0.5346466353517911
Ap2b1	E2f5	0.5915463942889465
Paqr5	Prdm11	0.5952180158906549
Aff2	Irf3	0.5253970590371508
Noc3l	Zscan20	0.5910246106955814
Me3	Evx2	0.5506024476624269
Ahr	Stat3	0.5207245097577143
Plekhh1	Mypop	0.5306169493656082
Adamts17	Arid3b	0.5260018367925625
Gm47033	Irf2	0.5984159060531871
Dusp10	Hoxa9	0.5479393488115888
Thrb	Zfp691	0.6279201442418361
Glra3	Zfp57	0.5262577132329039
Il1rapl2	E2f5	0.7317131189301656
Rps6ka5	Nanog	0.5123210422256472
Ltbp1	EDL38120.1	0.6441904344719207
Wls	Irx3	0.6207847410880608
Tbc1d4	Gfi1	0.561067150317953
Srrm4os	Hoxc12	0.5827905661495552
Tmem178	Hoxa6	0.5657830361480652
Gm32710	Foxd3	0.5266553141265826
Bcl2	Insm1	0.5303801947366821
Rsrc1	Hoxc6	0.5618637175637603
Hs3st5	Irf7	0.5189111574547908
Runx2	Rhox6	0.5641680336638495
Gpr149	Sox9	0.5116420719155925
Stxbp5l	Stat3	0.5901226393565582
Khdrbs2	Mypop	0.5743759349010666
Galnt13	Cdx1	0.7436300243639795
Nmd3	Creb5	0.5330438939774027
Furin	Nr1i3	0.546205201896925
Me3	Barx1	0.5307951456116635
Prr16	Sox3	0.5141572228475971
Kcnd2	Zfp652	0.5338899044728935
Fam120a	Hdx	0.5377982074595857
Epb41l3	Mef2d	0.52969546774099
Usp6nl	Lhx9	0.5521239809024022
Khsrp	Tbr1	0.7511222763118289
Trpc3	Hoxd11	0.8108886177579946
Rab11fip3	Six4	0.5850890924688035
Crhr2	Irf2	0.5288248299985321
Slitrk2	Sebox	0.5151453231103242
Dpy19l1	Pou2f1	0.5266749151067164
Gabra1	Foxb1	0.5233992235900583
Tnni3k	Foxp2	0.511419118861137
Gm16083	T	0.5328045730371201
Atp5o	Irf2	0.5118717166304105
Gm15478	Myc	0.5915245465196968
Cacna1e	Foxb1	0.5745336665900955
Sh3rf3	Irx3	0.512971363848144
Ctnnd2	Phox2a	0.5110808095741101
Fgf12	Atf4	0.5397324325671309
Pkia	Maf	0.5231105672607526
Vldlr	Shox2	0.5174333091620991
Sh3gl2	Gfi1	0.7412731692201386
Arnt2	Trp53	0.5077521254689146
Utrn	Sox10	0.5180960217278352
4930567K20Rik	Srebf1	0.5436127404347602
Sorcs1	Tbx3	0.6155363764610742
Tmem132cos	Msgn1	0.4994089141843715
Lsamp	Nr2c2	0.5295435293648211
Rhbdl3	Arid5a	0.5674704406776538
Tbc1d5	Hoxa3	0.5934722931866294
Gm28750	Hoxd11	0.4855782430539372
Mrpl15	Rax	0.5561353032652709
Tmem91	Tcf4	0.5231153684707197
Arpp21	Zic3	0.5187716960604166
Epb41	Clock	0.5244159571705396
Gm20517	Zscan20	0.5291363002336572
Pde10a	Prdm14	0.5019301934010241
Srgap2	Rhox11	0.5883884140714692
Magi2	Sp2	0.5045227563529154
Eda	T	0.6491135471938541
Nrp2	Prdm11	0.5954963570304739
Hivep2	Rxra	0.4935100230192115
Clmn	T	0.5007867188227795
Cd47	Zbtb1	0.5791611413533242
Astn2	Arid3b	0.5104700466952791
Bcl2	EDL38120.1	0.5520573704923979
Gm45025	Elf3	0.4929988742384399
Sncaip	Foxl1	0.4980417833094168
Gpr158	Neurod2	0.5401592637491677
Gm28750	Nr2c2	0.4741229934071738
Pkp4	Rxra	0.5824381200626149
Ank2	Foxo4	0.4977914782791197
Snrpn	Ets1	0.5479781151116164
Ppm1l	Tcf4	0.5568190389269483
Nell2	Myog	0.5216140746604232
Gm44271	Hoxb13	0.6613194772458829
Ghr	Foxa2	0.5152094193966296
Nxph1	Hoxb7	0.4753953214256748
Gm15398	Klf15	0.6584631422417566
Pex5l	Ovol1	0.5749330201774515
Tmem178	Hoxb3	0.5802440941537863
Myo1b	Gata6	0.5131943689889118
Zfp804b	Zscan26	0.4821492529597859
Slitrk1	Nfic	0.5104838482406671
Fam163a	Sp2	0.4884284120104148
C230057M02Rik	Esrrg	0.5038553980390017
Pvalb	Isl1	0.4845548301454474
Apba1	Mnt	0.626526157748919
Sgcz	Nhlh1	0.4907340407152419
Scn3a	Bhlha15	0.5207633423096478
Tmem117	Pou3f1	0.5373040999883596
Abtb2	Twist1	0.5900478416198528
Snhg11	Hoxa1	0.5224376798969064
Gm28807	Ets1	0.5140968378013904
Brinp1	Ovol1	0.6199150977282687
St3gal3	Clock	0.5253779492215587
Nexmif	Cebpb	0.5223227989531251
Ppm1l	Rxra	0.5019230898961089
Acsl3	E2f5	0.4928960063156487
Btbd3	Dbx1	0.5198353941253024
Itsn1	Nfatc1	0.5117298100504429
Prkcb	Sp2	0.4857563086245447
Pcdh9	Jun	0.4850919989929353
Lingo2	Zeb1	0.5330816211075767
Gdap2	Prop1	0.4958332441873338
Hpcal1	Sp2	0.6397752133267253
Crhr2	Zic3	0.5350124385264301
A930015D03Rik	Alx4	0.5201406806746617
Nkain2	Hoxa11	0.5003815360223819
Ssh2	Irf9	0.5580810775218044
Sytl2	Maz	0.6004308394166233
Alk	Hsf2	0.486545869778079
Echdc2	Prdm11	0.4854599260805729
Ptprg	Junb	0.5322655637280405
Gzmk	Pknox1	0.4856074538506941
Slit2	Nfe2	0.4785502025720799
Cdh2	Dbx1	0.5417052860304701
Ecel1	Irf2	0.5173244996419997
Bcl6	Pitx1	0.5288265595749939
Rap1gap2	Arid5a	0.6109107700193201
Gm43154	Osr2	0.4881805645776083
Gart	Neurog1	0.6379038905149281
Sphkap	Bcl6b	0.4701752125958874
Clstn2	Foxd1	0.4670441094198957
4930445B16Rik	Zbtb7b	0.4968500380628667
Tiam1	Bach1	0.4814340026070101
2810432F15Rik	Onecut1	0.5264769317631428
Pth2r	Phox2a	0.5009089502677311
Mtss1	Grhl2	0.5374267798655221
Pde4d	Prrx2	0.4959583775892723
Cntn4	Hoxd9	0.5286599339315996
Lrrc4c	Sox9	0.8322623574312844
Akr1b10	Ascl2	0.4856459091206235
Kcnc2	Foxl2	0.45035066402060936
Sept4	Smad3	0.4921364854943482
Sema3a	Cux2	0.5331368518976523
Btbd11	Foxb1	0.5047716471515046
Tmtc2	Cdx4	0.5572149736665265
St6galnac5	Stat2	0.4771601712465446
Gm42439	Bcl6b	0.4890785887869565
Gm12146	Pknox1	0.5062510898689416
Etv6	Mafa	0.4780494509230478
Kcnc2	Msx3	0.5468524110856758
Cacna1g	Zfp57	0.5773607556905459
Col19a1	Irf3	0.5274335497669248
Ngf	Hoxc12	0.4781546333957743
Xkr6	Sohlh2	0.4860286923616058
Myo18b	Gata6	0.5133770874033945
Ldlrad3	Jun	0.4792377641526646
March1	Irf3	0.482710533870006
Chl1	Cux2	0.4793864172317542
Dcx	Pknox2	0.494391991562155
Gm28807	Arid3a	0.4883325251366427
Frmd4a	Gata4	0.5050066843798051
Arhgap18	Phox2a	0.4969870781679883
Arap2	Alx4	0.5689874441776436
Acp1	Hoxd13	0.4799254972172416
Ccdc136	Neurog2	0.4767635300497311
Zfp521	Esrra	0.5389842599943055
Npy	Six2	0.4764310657009894
Cdh7	Arid5a	0.614740362929999
Epb41l4b	Elf3	0.4674846961779097
Palm2	Ctcfl	0.5223502486735366
Actn2	Hoxa3	0.4812364464562399
Spats1	Bsx	0.568816955639605
Pde5a	Isl1	0.4681420149100188
Ldlr	Alx1	0.5024406078244048
Bex1	Tcf4	0.4899745400583658
Negr1	Foxb1	0.4629224521658877
Sash1	Foxo4	0.5571425475037464
Sulf2	Foxb1	0.4539853501341034
Pou3f3	Hoxb4	0.6019243909672513
Tmem178	Hoxb4	0.5109014625292849
Vwc2	Klf15	0.4788107467847199
Nxph1	Rhox11	0.4610741407484889
Opcml	Tbx3	0.5596624386282554
Ttc7b	Esr1	0.4559343481536034
Epha7	Tbp	0.4606881779808996
1700016K05Rik	Cphx1	0.4676038082779797
Gart	Msc	0.6000996588521675
Ttc28	Gfi1	0.4613440054508549
Chsy3	Gata1	0.4625725805848073
Satb1	Nr1i3	0.5025615084815342
Il1rap	Atf4	0.4837257124891451
Htr1f	Hoxa4	0.5837525621833857
Pard3b	Irf2	0.4754389488979757
Syn3	Prdm11	0.4560242635538826
Gsdme	Evx1	0.5588069209671196
Kansl1l	Tef	0.4884746545692979
Kalrn	Evx2	0.4646490722260498
Lrp1b	Nfib	0.4665147262058934
Ccdc82	Pitx1	0.4878668971842693
Syt16	Isl1	0.4858362747342222
Tshz3	Sp4	0.5489624694497282
Gpc4	Pou2f1	0.4867066899785249
Lima1	Arid3b	0.4921294176009628
Filip1l	Sebox	0.5055929600505912
Slc44a5	Spz1	0.4556195952077043
Pkia	Sox10	0.4572926449228686
Jakmip2	Nkx2-3	0.4700321898279298
Ecel1	Rfx1	0.4765518835392286
Tmem132c	Msgn1	0.4860615239786555
Arhgap31	Sox17	0.5596268463454602
Cblb	Mef2a	0.4725780971119111
Shisa9	Ets2	0.4522280954799528
Ldlrad4	Hoxb13	0.485703102899655
Nxph1	Zbtb7b	0.4592954403929989
Fgf1	Evx1	0.5426113629327319
Tmod1	Onecut1	0.4703505754480192
Dlgap1	Rhox6	0.47861962587795004
Nbeal1	Bcl6	0.7011309683719182
Acvr1	Foxd3	0.4599524759250049
Chrm3	Foxq1	0.4401443792200868
Grm7	Hif1a	0.4957633210455829
Kalrn	Pou2f1	0.4549325625908363
Nbea	Yy1	0.4673148181339755
Ppargc1a	Grhl2	0.4518681768310293
Gem	Hoxc13	0.4930252384494143
A730090N16Rik	Gbx2	0.5333633800950788
Me3	Hoxb4	0.4905380269325871
Gm3985	Foxl1	0.4665997676371747
Tcerg1l	Hoxc13	0.5887952079260186
Wwc2	Foxo4	0.4540198704830576
Parm1	Sp5	0.4642871946225437
Pou3f3	T	0.4589582654848154
Camk4	Arid5a	0.5807258957573161
Zfp804b	Esrrb	0.4428406508534719
Tro	Isl1	0.4556752243057762
Pcdh15	Klf15	0.6671965925523207
Gm26633	Tcf4	0.4794101494708956
Itgav	Neurog2	0.6246262025955316
Atp2b1	Elf3	0.4359473065823641
Sema3e	Spic	0.4406849411310454
Dip2a	Ctcfl	0.5206423325771421
Dlgap2	Fev	0.44874199252343216
Cux2	Dmrt1	0.4467633295797581
Map4k3	Sp2	0.4577572584192322
Alcam	Klf6	0.4985490481522894
Ank2	Hoxc12	0.4621286417231142
Kcnip1	Lhx9	0.4484702728068292
Masp1	Hmx2	0.4893223341718081
Pkp4	Six6	0.4432453334987344
Tcap	Atf4	0.4405304634554222
Pde10a	Egr3	0.4439544709749352
Cpe	Klf5	0.4937523866805805
Csmd3	Hoxb7	0.4575990117819338
Gm16685	Esrra	0.458669257122366
Gabpb2	Dlx5	0.4882538335267405
Ptgs1	Hoxc12	0.4387259982518237
Hivep3	Esr1	0.4808829845446218
Etv1	Spic	0.4544076292443698
Adgrl3	Foxd1	0.4433581372042085
Atp2b1	Tal1	0.4463151132569048
Bcl11a	Irf3	0.442304187453918
Kcnc3	Prdm5	0.4369312915358037
Taf1	Obox1	0.5127855910989397
Fam167a	Irf2	0.5024398399695361
March1	Rhox6	0.4342347712243547
Pard3bos1	Zfp57	0.5181560142116484
Gm49003	T	0.4408881337465768
Pde10a	Nr1h2	0.43910157025899904
Ccdc88a	Setbp1	0.4991060788219333
Wdr7	Sohlh2	0.4829980489002189
4930567K12Rik	Hoxa9	0.4409149433168009
Camk1g	Foxo1	0.4650023448289762
Gm29514	Zic2	0.43237862242405295
Adamts6	Glis2	0.4445333648175917
Efnb2	Myf5	0.4677488001895422
Gm13112	Prdm11	0.4866665548236826
Synm	Prdm11	0.6292619898381021
Sema3a	Pdx1	0.4371858518688867
Robo2	Zscan10	0.4675636012385635
Fgf13	Arx	0.4778021739561585
Lyst	Rhox11	0.4490909471162816
Smchd1	Zfp128	0.43898835480772536
A330070K13Rik	Foxd1	0.4433929327734418
Gm43154	Arid3a	0.4341286236127309
Prkd1	Mef2c	0.4629827375781957
Elmo1	Prop1	0.5573661180144966
Iqgap2	Mnt	0.4398701209688409
Ror1	Arid3b	0.4226576721676987
Arhgef37	Npas2	0.4940559782803292
Ecel1	Pknox1	0.4743435057013478
A830018L16Rik	Foxk1	0.4266469476239976
Gm26954	Tbx3	0.4773801160713678
Cmc2	Ebf1	0.5349670772104391
St6galnac5	Pbx2	0.4397938925112102
Cpne4	Hes5	0.4831449366469677
Kcnma1	Ptf1a	0.4549235433550266
Ntrk3	Hoxc12	0.4607561079957381
Npy	Bcl6	0.42967831309703736
Kalrn	Lyl1	0.43237327174210427
Ncald	Zbtb17	0.4377299857268953
Kcnh7	Pax7	0.4257746071915139
C130026L21Rik	Zfp57	0.5713269234881777
Gm45341	Nr1i2	0.5138579802063563
Snca	Esrra	0.4745621580715674
Mapk4	Bcl6b	0.4827822228903361
Lyst	Hoxc9	0.4317887056604534
Adamts16	Prdm11	0.42143203106178706
Ptprt	Rfx6	0.4361986560683379
Npas3	Irf4	0.4999999523194388
Opcml	Aire	0.4999877208605559
C1qtnf4	Nr4a1	0.448588492087932
Utrn	Lhx6	0.4309794856389592
Plcxd3	Clock	0.5187137858897641
Ssbp2	Gfi1	0.4494757153919655
Zfpm2	Gata1	0.4363519508959601
Ap3b1	Lhx4	0.5206658872951455
Ube2w	Sox14	0.4482555320986499
2210414B05Rik	Six1	0.423180961496604
Mrpl15	Lhx9	0.4603736421070296
Filip1l	Mypop	0.4570480730381685
Kcnh5	Vsx2	0.4753031989703577
Gpr158	Mnt	0.4431057270502908
Las1l	Etv2	0.4355125406285265
Usp46	Arid3b	0.6467881998602897
Sipa1l1	Rara	0.4191873880834227
Ppfibp1	Esrra	0.4897849958736305
Wdr44	Sp100	0.4813778376077232
Rab3b	Foxo1	0.42669219958875415
Mef2d	Sp100	0.4388501391896175
Btbd11	Bhlhe41	0.4951899578511758
Cpne8	Irf2	0.588745674969384
Ntrk3	Elf2	0.4768500526903622
March1	Gata1	0.4296188950871445
Enox1	Tbx21	0.5488236206807976
Shroom4	Klf5	0.4268495657161797
Ppp1r16b	Arid5b	0.4905355813464398
Hcn1	Cdx2	0.4237893153017653
Prr5	Mbd2	0.4934369612864137
Sema4a	Myf5	0.4746645382600816
Gap43	Myf5	0.4261743808240294
Kalrn	Pou5f1	0.4228115880313348
Phactr2	Cux2	0.5434275086036355
Gm13052	Pitx3	0.4361669970895721
Cast	Hoxb4	0.687510723557504
Slc8a1	Zfp652	0.6237895185488579
Unc5c	Irf7	0.4139746944452525
Sh3rf3	Foxj3	0.4769648738216424
A330015K06Rik	Cphx1	0.4053443974136564
Adra1a	Dbx1	0.4365023369005244
Kcnip1	Rfx6	0.4368511221240983
Gm43507	Irf2	0.4177242408646212
Lnx1	Rxrg	0.4157068783282945
Pja2	Lmx1b	0.4360712240848196
Epc1	Tef	0.5612797794572842
Snrpn	Ctcf	0.4434215087831669
Atp5o	Runx1	0.40364314728944495
Gm28501	Foxm1	0.4775569506959045
Ptprt	Mecp2	0.4209923426830928
Trim68	Prdm11	0.5402611204668054
Ptprr	Relb	0.4409203456783999
Wdr17	Gata6	0.4112208147422651
9330182L06Rik	Zfp3	0.6437065795810489
Masp1	Egr1	0.42198730688934416
Sorcs1	Cbfb	0.4801153154707613
